Date,Month,Year,AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
11/1/2002,11,2002,742,57,2796,314,21645,3014,1076,178,172,7441,3424,354,400,3981,1879,567,486,615,798,272,1546,2083,4053,1834,501,1552,133,317,1275,411,2738,437,3872,1896,40,2964,454,1050,2210,429,1130,39,1730,6327,793,75,1894,2007,145,1011,84
12/1/2002,12,2002,1514,92,2975,584,21602,2988,1306,263,84,8975,4183,370,428,4436,2753,950,903,1210,1391,386,2093,2549,4874,1880,972,2295,154,510,1321,530,2762,591,4303,2789,71,4575,1055,1407,3134,625,1525,80,2472,8378,1111,116,2603,2489,197,1348,166
1/1/2003,1,2003,716,46,2268,294,20099,2384,980,217,151,7106,2583,404,337,3571,1589,548,446,651,628,246,1329,1693,3893,1750,424,1633,103,291,1127,371,2348,408,3034,1517,36,2887,496,1130,2356,452,834,34,1286,4799,752,84,1585,1833,124,1148,68
2/1/2003,2,2003,962,55,2287,300,25193,3358,1138,294,136,7238,1599,240,439,3971,1670,589,569,565,675,302,1561,2361,4007,1782,396,1550,171,452,1328,385,2879,511,4204,2113,40,3037,505,1463,2527,666,1033,154,1453,6311,955,84,1597,2382,101,812,95
3/1/2003,3,2003,1651,127,4520,768,32383,4042,2082,388,317,12841,2155,469,797,5313,3336,1092,1030,1228,1915,476,3113,3724,6525,2683,1190,2742,230,608,2150,725,4686,880,6096,3068,80,4670,1341,2027,4184,780,1738,114,2717,12845,1531,187,4324,3292,231,2001,186
4/1/2003,4,2003,945,60,2953,409,29200,3007,1547,268,196,9701,839,570,450,4979,2123,603,716,803,1020,377,2065,3010,4841,1940,512,2362,177,372,1619,528,3444,545,5207,2315,57,3586,780,1427,3302,733,1212,141,1804,6629,912,109,2499,2658,174,1468,93
5/1/2003,5,2003,965,60,2604,372,25149,2486,1456,198,173,9057,1165,481,415,4584,1840,580,599,760,857,356,1961,2942,4006,1949,530,1756,103,302,1474,570,3214,493,4572,1919,39,3074,684,1289,2095,658,1055,52,1677,5855,804,136,2242,2259,113,1168,100
6/1/2003,6,2003,1340,132,5076,579,43970,4711,1917,344,291,14448,2195,898,891,5626,2925,920,1007,1289,1266,410,3359,3235,5893,2777,752,3071,270,597,2656,659,4400,786,6233,3170,108,4965,1122,2516,3965,743,1528,92,2656,10231,1855,140,4254,4582,193,1883,161
7/1/2003,7,2003,914,63,2553,324,25912,2746,1412,217,182,9314,1982,299,427,4190,1835,610,610,807,895,358,1926,2418,3937,1852,488,1941,211,376,1427,431,3027,583,4510,2232,63,3159,661,1512,2312,586,1169,148,1690,5751,921,93,2250,2461,112,1288,114
8/1/2003,8,2003,2124,122,3693,670,35284,4010,1958,348,281,13541,2864,679,617,6635,2677,953,815,1075,1467,508,2774,3876,5675,3296,1077,2861,218,503,2097,727,4503,705,6815,3054,70,4621,988,1961,3572,1157,1631,99,2747,10644,1118,152,3018,3533,289,1769,173
9/1/2003,9,2003,1543,152,4807,617,36506,4374,1994,427,456,14494,4605,735,832,5654,2948,988,1100,1245,1363,447,3733,3156,5880,2791,870,2995,267,629,2470,663,4916,865,6292,3197,82,4867,1356,2301,4263,685,1609,113,2640,9909,1517,161,4926,4103,200,2007,166
10/1/2003,10,2003,1443,100,5323,510,44731,4616,2355,452,301,16380,4989,728,712,7535,3339,1053,1019,1428,1601,490,3832,3759,6495,3425,827,3128,247,631,2809,785,4729,855,7133,3328,74,5997,1249,2277,4435,1192,1820,209,2648,11639,1375,140,4027,4038,190,2248,137
11/1/2003,11,2003,1176,88,4590,438,40589,3713,2096,289,309,13093,3815,888,685,6118,2250,698,715,905,1157,418,3151,3853,4952,2822,676,2591,191,421,2327,670,4155,682,6125,2432,58,3691,980,1856,3106,894,1167,82,2064,8160,1196,101,3134,3467,146,1702,123
12/1/2003,12,2003,2141,131,5457,820,38792,4896,2268,419,295,15832,4571,673,717,7237,3203,1027,1051,1421,1476,523,3737,4011,5953,3032,1430,3575,216,698,3354,835,5229,810,7353,2994,77,4989,1136,2073,4221,976,1449,115,3216,8700,1570,234,4149,3959,165,2403,165
1/1/2004,1,2004,1153,79,4830,652,30522,3328,1760,418,278,11961,4207,519,620,5425,2814,735,920,1382,1363,472,3215,3159,5496,2414,925,2796,233,512,2798,603,4540,652,6357,3899,51,5508,1143,2067,4688,797,1985,130,2510,7635,1127,99,3640,3410,299,1630,118
2/1/2004,2,2004,1403,203,5016,665,50328,5818,2387,402,253,16656,4396,978,666,7344,2697,868,868,1135,1501,569,3792,4397,6060,3051,708,3260,343,541,3020,927,4469,651,7580,3126,63,4927,1154,2323,3803,998,1441,89,2696,10876,1606,172,3857,4607,195,2072,186
3/1/2004,3,2004,1415,152,5722,485,50086,4982,2131,444,368,15741,5887,870,884,6114,2864,873,1133,1327,1313,417,3980,3258,5960,2707,796,3080,289,603,3874,721,3935,741,6193,3110,94,5280,1209,3213,4025,784,1483,159,2695,11115,2139,137,4709,4984,305,1735,215
4/1/2004,4,2004,1622,147,5870,554,51919,4986,2995,472,461,18580,5981,1183,801,8871,3139,1009,983,1282,1688,734,4706,5483,6924,3472,831,3480,334,550,3911,951,4529,718,9723,3602,89,5849,1106,2347,4994,1505,1931,143,2749,10294,1503,161,4704,4399,230,2372,230
5/1/2004,5,2004,1588,148,6157,642,52937,5486,2854,493,423,18213,5348,1053,852,8118,2612,992,925,1213,1621,1012,4339,5447,6371,3290,795,3198,306,598,4673,1188,3820,685,10272,3374,83,5284,1182,2449,4319,1378,1517,97,2597,11867,1634,262,4702,4577,185,2092,224
6/1/2004,6,2004,2649,244,8134,883,61640,7283,3069,628,573,24153,9486,1044,1228,9218,4334,1109,1412,1721,2081,731,6046,4778,8684,4353,1278,4486,373,830,5066,1072,5082,1017,8638,4603,129,6727,1699,3714,6071,1180,2295,163,4505,14256,2594,201,6556,6956,310,2822,273
7/1/2004,7,2004,1754,136,8328,666,67590,6322,3299,651,491,22800,7182,1220,1134,11288,4326,1107,1392,2061,2279,854,6316,5899,7943,4327,842,4243,422,732,6313,1211,4542,886,9785,5160,74,8434,1832,3433,5900,1471,2407,153,3828,13217,2381,253,6509,6420,263,3183,185
8/1/2004,8,2004,1845,149,7642,667,62023,6361,2792,483,518,22068,7346,1554,1009,9396,3007,857,1157,1130,1469,612,5664,4650,6917,4099,743,3288,347,575,5919,824,4888,749,8192,3706,86,4967,1213,3269,4633,1136,1780,140,2712,11445,2266,149,5536,6218,240,2200,188
9/1/2004,9,2004,2159,230,10631,808,73347,7911,3686,662,548,26140,9971,1630,1368,11199,4352,1233,1441,1676,2038,835,7530,5697,8641,5106,1013,4346,381,869,8374,1179,7064,1231,9732,5326,160,8488,1647,4040,6389,1325,2381,300,4003,14591,3089,277,7664,7707,312,2906,288
10/1/2004,10,2004,2642,440,11870,1085,76097,8287,3851,690,764,26815,8740,1769,1432,15156,4994,1817,1715,1958,2753,1074,8597,7160,10323,5901,1564,5703,556,1089,7436,1405,8642,1219,13313,5506,196,8725,1948,4163,7697,1763,2904,247,4505,17904,2996,239,7777,8025,480,4076,432
11/1/2004,11,2004,1862,196,11137,634,77752,7319,3673,692,617,25346,10703,1636,1392,11930,5551,1137,1560,2207,2486,1135,7906,7056,8853,5030,933,5060,457,648,7922,1440,8730,1041,12027,6089,99,10237,1987,3663,7059,1799,2793,214,4172,15863,2974,309,8183,6979,299,3375,324
12/1/2004,12,2004,1879,324,10757,682,67884,6584,3324,611,513,23714,8377,1468,1347,11702,3913,1115,1266,1713,1950,775,7853,5887,8128,4343,978,4272,390,601,7142,1139,8471,1052,10732,4505,128,6842,1424,3554,5795,1404,2207,140,3709,13962,2555,239,7313,6662,318,2807,244
1/1/2005,1,2005,2202,270,9934,805,76357,7690,3383,666,564,23521,8386,1377,1486,11804,4453,1346,1444,1818,2194,974,7636,5420,9097,4754,1047,4475,435,957,7268,1189,6785,1138,10083,5104,153,8335,1786,4580,6562,1511,2472,229,4186,16461,3065,252,7675,7769,381,3215,277
2/1/2005,2,2005,1768,337,11019,801,74629,7226,3314,629,817,23998,8345,1693,1366,12306,3775,882,1293,1551,2134,804,8097,5738,7997,4906,1128,4009,592,569,7518,1197,8240,1168,11220,4757,129,7567,1445,3998,6152,1519,2350,156,3628,14339,2789,258,7547,7241,372,2988,277
3/1/2005,3,2005,2045,255,11164,702,61256,7017,3207,730,542,27303,10139,1504,1273,10981,3930,1085,1407,1675,2068,876,7519,5281,9019,4710,1019,4474,403,692,7803,1250,7564,1249,9417,4966,109,7036,1558,3694,6136,1297,2336,196,3916,14958,2607,258,7260,6910,373,2929,299
4/1/2005,4,2005,1896,244,11578,727,69931,7404,3233,680,679,26257,10615,1371,1451,12735,3415,846,997,1643,1832,780,8318,4646,8715,4345,1141,4013,419,594,7473,1066,7954,1050,11357,5333,99,7365,1285,4265,5711,1369,2249,156,3588,14363,2981,237,7558,7381,296,2720,240
5/1/2005,5,2005,2322,314,13082,858,73932,7527,3249,770,700,29824,8203,1490,1509,11526,3834,1163,1440,1818,2385,1150,8200,6154,9555,4500,1270,4789,545,802,8140,1323,8297,1172,10996,5429,145,7383,1640,4260,6628,1818,2712,252,4179,15784,3022,341,8126,7734,353,3346,365
6/1/2005,6,2005,2756,245,15036,1099,77564,8229,4306,892,680,38068,13428,1976,1869,13989,4873,1431,1877,2337,2974,1187,10348,7086,11088,6213,1492,5731,496,890,9126,1437,10028,1482,12894,6796,173,8895,2198,4695,7809,1995,3191,245,5114,21027,3634,343,10274,8667,508,3861,371
7/1/2005,7,2005,2538,347,16525,1089,91334,10265,4145,949,789,37399,11615,1790,2067,16360,4749,1531,1741,2375,2897,1242,11276,7263,11871,5885,1412,5823,530,986,9313,1655,9775,1381,13239,7574,145,10557,2045,5731,7956,1919,3660,301,6154,20211,4177,329,10352,10570,442,3962,421
8/1/2005,8,2005,2222,381,15099,895,81999,7982,3351,853,851,35104,9795,1641,1690,15797,4366,1221,1425,1757,2373,904,10705,5934,9942,5876,1075,4837,462,681,8431,1113,9163,1035,11551,5772,124,8149,1684,4322,6772,1522,3050,214,4314,16218,3516,249,9900,8798,368,3817,382
9/1/2005,9,2005,2524,366,19723,1082,97605,10563,4519,1000,1008,45077,14359,1751,2161,16437,4788,1326,1655,2235,1718,1319,13162,7798,11703,6769,970,5580,568,798,11059,1584,12123,1639,13474,6952,176,8465,2031,5945,7912,1892,3382,248,5130,21643,4178,377,13376,11896,516,4082,388
10/1/2005,10,2005,1899,342,16390,909,89469,8382,3665,1029,816,38498,10003,1824,1968,14698,4140,1498,1613,1908,1266,964,11524,6466,9384,5434,781,4896,490,961,9261,1316,10319,1569,12834,6274,187,8601,2011,4817,7626,1391,3467,293,4678,17286,3397,263,10938,9211,468,3872,359
11/1/2005,11,2005,2805,456,18630,1291,90597,9417,4472,1027,919,44434,12056,2037,2403,17303,6167,1595,1864,2497,1617,1312,12542,8252,11713,6685,1124,5706,566,912,10292,1690,11667,1598,14099,7219,179,11345,2128,5512,8947,1942,3862,271,6115,21172,4414,381,11612,10785,439,4262,412
12/1/2005,12,2005,2641,438,17591,1274,73881,8088,3694,952,918,38452,15361,1722,2177,14207,4371,1862,1634,2138,1322,1090,11905,6137,10428,5903,992,5731,691,912,9289,1346,9999,1641,11517,6772,214,8755,2266,4808,7878,1554,3361,311,5422,20512,4072,330,11554,9774,643,4306,443
1/1/2006,1,2006,2442,522,17845,1005,83246,8973,3516,933,844,37964,11296,1874,2130,17675,4233,1332,1612,1881,1549,968,12248,5854,10060,6074,1204,5136,541,891,8757,1212,11065,1515,12859,6074,160,8003,1674,5466,7853,1388,3327,246,5068,17060,3849,301,11392,10126,475,3896,334
2/1/2006,2,2006,2249,336,14576,1021,67414,6826,3577,794,757,33833,10224,1522,1788,13143,3957,1099,1176,1769,1530,1086,10220,6173,8847,5073,1189,4379,446,637,8254,1344,8768,1222,11114,5469,124,7032,1760,4007,6809,1509,2887,191,4977,17709,3417,342,9739,7838,367,3432,349
3/1/2006,3,2006,3047,431,17762,1382,88464,9253,4279,1058,1036,43680,13375,2405,2760,14817,5248,1529,1668,2467,2264,1213,13018,7427,10672,6183,1367,5344,608,1023,10892,1380,12105,1749,14583,7196,207,10812,2274,5792,8469,1725,3817,281,5722,21011,4256,333,11963,10487,590,4367,390
4/1/2006,4,2006,1918,439,12715,986,66853,6029,3158,787,748,33580,10227,1614,1707,11735,3176,1175,1155,1449,1701,887,9975,5836,7096,4146,1072,4142,402,730,7252,1074,8772,1233,11381,4936,134,5913,1570,3755,6134,1264,2589,199,3933,16340,2642,301,8931,7181,444,3047,295
5/1/2006,5,2006,2668,466,18531,1503,85202,8996,4017,989,987,48401,13315,1821,2311,15699,4416,1447,1564,2039,2114,1117,12954,6972,9901,5808,1236,5669,561,944,11412,1284,11631,1750,13913,7168,198,9343,2140,5243,7938,1631,3914,240,5070,22193,4523,362,12717,10222,479,3917,410
6/1/2006,6,2006,3022,466,15813,1157,75275,7597,3575,852,902,41209,12286,1830,1999,15758,4963,1400,1479,2232,2484,1040,11297,6711,10931,5800,1541,5161,583,793,8813,1135,10095,1670,12173,6582,162,8608,2011,4816,7214,1528,3720,259,5722,21482,3917,302,10266,8862,471,4310,416
7/1/2006,7,2006,3688,511,18325,1299,83925,9397,4297,1085,1083,49362,14364,1868,2682,17568,5270,1647,1818,2496,2930,1217,13837,7509,10972,5607,1808,6366,693,970,11042,1422,11070,1862,13799,7573,184,9671,2363,5786,9207,1785,4094,304,6243,22816,4435,278,13127,11273,600,4506,432
8/1/2006,8,2006,2410,375,12342,687,55851,6173,2742,666,774,34527,9173,1437,1883,10254,3099,816,922,1578,1703,671,8865,4914,7282,4355,1024,3665,511,479,7527,990,8012,1304,9636,4676,131,5606,1333,3790,5261,963,2432,169,3765,14810,3209,225,8438,7686,351,2898,291
9/1/2006,9,2006,3437,516,17671,1199,84518,8170,4068,1148,954,48609,14393,1991,2400,18440,5557,1575,1716,2570,2713,1064,13597,6527,11120,5930,1676,5834,654,924,10114,1318,11183,1908,13630,8267,217,9035,2426,5651,9737,1526,4182,314,6488,20878,4812,268,12644,10277,656,4930,460
10/1/2006,10,2006,2571,420,13958,1023,75243,6496,3541,934,874,39924,10502,1655,1956,13651,3926,1127,1230,1789,1991,958,10824,5845,8862,4929,1133,4697,548,789,8240,1234,9553,1471,12539,5544,141,6929,1621,4401,7593,1418,3093,212,4583,17437,3659,312,9592,8364,478,3722,324
11/1/2006,11,2006,2331,275,12063,883,67182,6774,3077,809,766,36202,10958,1303,2015,11080,3173,999,1140,1695,2023,936,9671,5630,7542,4666,1120,4226,567,548,7948,1090,8528,1394,11119,5740,148,5992,1579,4683,6206,1190,2774,191,4856,18585,4181,257,8884,9121,442,2946,320
12/1/2006,12,2006,3075,539,13862,1028,72302,7134,3342,899,895,36517,10872,1476,2124,13961,4481,1510,1421,1993,2230,848,11392,5671,8993,5407,1447,5302,766,962,7543,1158,9753,1673,11873,6254,239,7896,1889,5150,8107,1170,2929,271,5269,17958,4353,245,9897,9636,730,4435,424
1/1/2007,1,2007,2673,359,12416,919,69218,6449,3075,827,804,34912,10283,1712,1901,12328,3685,937,990,1722,1789,903,9748,5399,8050,4188,1052,4007,476,545,7449,1108,8248,1492,10792,6330,118,7019,1594,5146,7139,1087,3130,181,4823,17019,4265,267,9332,8995,434,3105,313
2/1/2007,2,2007,2596,370,13697,991,66595,6209,3528,871,747,36874,9154,1548,1889,12060,4028,861,1007,2003,2136,981,10323,5469,8410,4649,1338,4049,545,512,7679,1176,9923,1544,11413,5656,146,6769,1781,4985,7843,1219,2792,194,5079,17964,4330,325,9588,8617,538,3619,372
3/1/2007,3,2007,2794,387,13930,1027,76089,6353,3356,867,798,35997,10215,1660,1760,13541,4130,1144,1175,1997,2076,956,11187,6126,8255,4528,1246,4627,560,660,8198,1121,10045,1721,12759,6160,177,6892,1744,4610,7491,1115,3210,191,4721,18852,4478,244,9721,8764,440,3534,375
4/1/2007,4,2007,2283,413,10364,753,53469,5078,2410,780,678,27994,8632,1115,1654,9921,3076,1162,1000,1367,1619,717,7876,3856,5873,3789,935,3795,492,688,5613,942,7192,1369,9267,5063,139,5083,1327,3895,5713,759,2565,206,3700,13912,3555,227,7189,7834,407,3066,356
5/1/2007,5,2007,2258,355,14182,927,72963,6761,3695,925,851,37650,9706,1727,1811,12132,3358,908,1038,1451,2251,1049,10141,5899,6959,4736,1151,3948,486,544,7749,1126,10516,1460,12660,6475,151,5349,1564,4910,7428,1115,3186,214,4484,17432,4586,345,9282,9868,421,2944,382
6/1/2007,6,2007,1579,266,9427,852,53366,4158,2449,641,536,25739,6448,1405,1262,9756,2827,657,693,1088,1430,789,7103,4157,5203,3132,868,2992,371,458,4747,758,6906,1213,9271,4297,116,4280,1082,3731,5293,842,2264,126,3604,12401,3489,199,5831,6678,393,2441,215
7/1/2007,7,2007,1314,311,7819,685,41859,3258,2014,625,531,21456,4949,1120,1276,7128,1747,982,739,856,1472,477,6201,2967,3422,2529,809,2523,252,535,3918,694,5870,1042,8186,3125,95,2922,1314,2735,4566,596,1736,135,2154,8364,2693,240,5317,5565,318,2361,230
8/1/2007,8,2007,415,60,2714,141,18194,1401,726,153,172,7507,1554,535,362,1916,470,111,181,237,361,163,1732,1218,1065,569,174,600,128,60,1376,182,2071,332,2681,1086,29,881,229,1054,1184,162,586,32,753,3179,778,42,1580,2075,77,498,61
9/1/2007,9,2007,354,66,2444,193,15074,1120,866,223,185,7362,1666,307,382,2591,538,136,182,222,585,170,2206,1203,905,630,285,699,120,79,1410,264,1859,344,2981,1191,22,786,297,904,1533,203,616,35,835,3433,879,68,2076,2350,94,639,85
10/1/2007,10,2007,278,83,1938,118,15756,907,597,138,176,5347,1237,425,275,2176,465,139,153,165,301,138,1589,807,1152,542,188,620,104,87,1070,113,1721,261,2603,742,19,663,191,724,1228,142,497,28,522,2171,675,40,1402,1692,82,416,47
11/1/2007,11,2007,125,19,925,80,6740,435,361,83,70,3299,590,225,130,903,365,107,77,125,207,102,792,568,463,290,124,265,41,52,542,82,907,73,1422,468,9,446,129,435,604,50,291,18,429,1321,259,42,771,1028,32,193,20
12/1/2007,12,2007,57,21,657,39,3330,231,187,52,84,1509,352,107,90,584,171,29,29,42,193,49,603,185,294,108,40,141,21,22,269,31,404,50,524,276,2,294,49,249,410,42,128,6,135,356,232,9,379,444,20,83,18
1/1/2008,1,2008,0,5,105,3,796,25,52,6,15,292,19,52,18,97,14,1,2,4,7,16,150,43,20,14,2,10,5,4,32,2,85,6,146,21,0,34,1,48,64,13,11,1,14,43,37,1,66,75,3,10,4
2/1/2008,2,2008,1,0,12,1,126,11,2,1,0,34,4,10,2,5,0,2,1,1,1,0,5,9,2,11,0,1,0,2,19,0,9,2,19,0,0,1,3,10,6,1,3,0,7,29,7,1,8,40,1,2,0
3/1/2008,3,2008,1,0,2,0,9,3,0,0,0,5,2,1,0,3,2,0,0,0,0,0,1,1,3,1,0,2,0,0,3,0,1,0,1,3,0,2,0,0,2,0,0,0,0,6,1,0,1,0,0,0,0
4/1/2008,4,2008,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/1/2008,5,2008,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6/1/2008,6,2008,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/1/2008,7,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/1/2008,8,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2008,9,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/1/2008,10,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/1/2008,11,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/1/2008,12,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
